0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,20.00,0.00,0.00,80.00
0.00,0.00,0.00,0.00,0.00,100.00
0.00,0.00,4.35,73.91,0.00,21.74
0.00,0.00,18.75,50.00,0.00,31.25
0.00,0.00,10.53,78.95,0.00,10.53
0.00,0.00,10.71,60.71,0.00,28.57
0.00,0.00,5.56,66.67,0.00,27.78
0.00,0.00,4.55,68.18,0.00,27.27
0.00,0.00,10.26,71.79,0.00,17.95
0.00,0.00,7.27,72.73,0.00,20.00
0.00,0.00,19.57,63.04,0.00,17.39
0.00,0.00,16.98,60.38,0.00,22.64
0.00,0.00,10.64,59.57,0.00,29.79
0.00,0.00,24.00,58.00,0.00,18.00
0.00,0.00,11.29,61.29,0.00,27.42
0.00,0.00,17.46,57.14,0.00,25.40
0.00,0.00,17.74,58.06,0.00,24.19
0.00,0.00,19.51,64.63,0.00,15.85
0.00,0.00,29.11,51.90,0.00,18.99
0.00,0.00,28.77,57.53,0.00,13.70
0.00,0.00,23.53,57.35,0.00,19.12
0.00,0.00,41.89,45.95,0.00,12.16
0.00,0.00,29.51,55.74,0.00,14.75
0.00,0.00,42.55,44.68,0.00,12.77
0.00,0.00,66.67,0.00,0.00,33.33
0.00,0.00,67.86,0.00,0.00,32.14
0.00,0.00,72.00,0.00,0.00,28.00
0.00,0.00,80.00,0.00,0.00,20.00
0.00,0.00,66.67,0.00,0.00,33.33
0.00,0.00,70.83,0.00,0.00,29.17
0.00,0.00,63.16,0.00,0.00,36.84
0.00,0.00,66.67,0.00,0.00,33.33
0.00,39.29,46.43,0.00,0.00,14.29
0.00,40.74,51.85,0.00,0.00,7.41
0.00,37.50,54.17,0.00,0.00,8.33
0.00,50.00,30.00,0.00,0.00,20.00
0.00,54.84,35.48,0.00,0.00,9.68
0.00,51.72,37.93,0.00,0.00,10.34
0.00,66.67,27.78,0.00,0.00,5.56
0.00,40.63,56.25,0.00,0.00,3.13
0.00,53.23,45.16,0.00,0.00,1.61
0.00,60.00,35.00,0.00,0.00,5.00
0.00,51.02,40.82,0.00,0.00,8.16
0.00,50.00,44.00,0.00,0.00,6.00
0.00,51.06,36.17,0.00,0.00,12.77
0.00,52.73,36.36,0.00,0.00,10.91
0.00,44.00,44.00,0.00,0.00,12.00
0.00,47.73,47.73,0.00,0.00,4.55
0.00,53.33,40.00,0.00,0.00,6.67
0.00,52.78,41.67,0.00,0.00,5.56
0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,100.00